movieId	genres
1517	Adventure
1518	Thriller
1527	Sci_Fi
1529	Comedy
1533	Drama
1534	Drama
1537	Romance
1544	Sci_Fi
1545	Drama
1552	Thriller
1554	Romance
1562	Fantasy
1563	Drama
1570	Sci_Fi
1580	Sci_Fi
1581	Comedy
1584	Sci_Fi
1587	Fantasy
1588	Children
1591	Sci_Fi
1595	Children
1601	Film_Noir
1603	Sci_Fi
1604	Action
1605	Romance
1608	Thriller
1611	Romance
1614	Comedy
1615	Adventure
1617	Film_Noir
1619	War
1620	Mystery
1623	Horror
1624	Drama
1625	Mystery
1626	Thriller
1627	Mystery
1633	Drama
1635	Drama
1644	Mystery
1645	Mystery
1647	Thriller
1649	Documentary
1650	Drama
1653	Sci_Fi
1656	Romance
1658	Romance
1659	Drama
1663	War
1665	Comedy
1672	Drama
1674	Romance
1675	Thriller
1676	Sci_Fi
1677	Comedy
1678	Romance
1680	Romance
1682	Sci_Fi
1684	Romance
1686	Thriller
1687	Thriller
1688	Musical
1689	Thriller
1690	Sci_Fi
1694	Drama
1696	War
1699	Comedy
1701	Comedy
1711	Mystery
1713	Children
1717	Mystery
1719	Drama
1721	Romance
1722	Thriller
1726	Sci_Fi
1729	Thriller
1732	Crime
1735	Romance
1748	Film_Noir
1749	Romance
1760	Comedy
1770	Romance
1772	Musical
1777	Romance
1779	Sci_Fi
1783	Romance
1784	Romance
1785	Thriller
1791	Thriller
1799	Mystery
1801	Adventure
1804	Crime
1805	Mystery
1806	Children
1809	Crime
1810	Comedy
1816	Comedy
1820	Romance
1826	Children
1827	Documentary
1831	Sci_Fi
1833	Thriller
1836	Comedy
1840	Drama
1859	Drama
1875	Comedy
1876	Sci_Fi
1881	Fantasy
1882	Sci_Fi
1884	Adventure
1889	Mystery
1891	Thriller
1892	Thriller
1894	Romance
1895	Romance
1897	Romance
1904	Comedy
1907	Musical
1909	Mystery
1912	Romance
1914	Comedy
1917	Romance
1918	Thriller
1919	Children
1921	Sci_Fi
1924	Sci_Fi
1925	War
1926	Musical
1927	War
1929	Romance
1931	Adventure
1932	Musical
1933	Drama
1934	Romance
1935	Romance
1936	War
1938	Drama
1939	War
1940	Drama
1941	Drama
1942	Drama
1943	Drama
1945	Crime
1948	Romance
1949	Drama
1950	Mystery
1951	Musical
1952	Drama
1953	Thriller
1955	Drama
1956	Drama
1957	Drama
1958	Comedy
1959	Romance
1960	Drama
1961	Drama
1962	Drama
1963	Crime
1964	Mystery
1965	Sci_Fi
1968	Comedy
1969	Horror
1971	Thriller
1972	Horror
1974	Mystery
1975	Horror
1976	Horror
1978	Horror
1980	Horror
1982	Horror
1983	Horror
1984	Horror
1985	Horror
1986	Horror
1987	Horror
1991	Thriller
1992	Thriller
1994	Thriller
1998	Horror
1999	Horror
2001	Crime
2002	Crime
2004	Horror
2005	Fantasy
2008	Film_Noir
2009	Mystery
2010	Sci_Fi
2011	Sci_Fi
2013	Adventure
2015	Fantasy
2016	Western
2021	Sci_Fi
2022	Drama
2023	Mystery
2024	Mystery
2025	Romance
2026	Thriller
2028	War
2033	Fantasy
2034	Sci_Fi
2038	Sci_Fi
2046	Sci_Fi
2052	Fantasy
2054	Fantasy
2056	Children
2057	Children
2058	Mystery
2059	Romance
2064	Documentary
2065	Romance
2066	Film_Noir
2067	War
2068	Fantasy
2074	Romance
2075	War
2077	Children
2078	Musical
2079	Children
2080	Romance
2081	Romance
2082	Children
2083	Musical
2084	Musical
2085	Children
2087	Fantasy
2089	Children
2090	Children
2092	Romance
2094	Sci_Fi
2095	Children
2096	Musical
2097	Fantasy
2098	Children
2099	Musical
2100	Romance
2104	Drama
2105	Sci_Fi
2106	War
2109	Comedy
2114	Drama
2115	Fantasy
2117	Sci_Fi
2118	Thriller
2119	Horror
2120	Horror
2122	Thriller
2124	Fantasy
2125	Romance
2126	Mystery
2127	Romance
2128	Comedy
2132	Drama
2133	Adventure
2135	Musical
2136	Sci_Fi
2137	Children
2138	Fantasy
2139	Children
2140	Fantasy
2142	Musical
2144	Romance
2145	Romance
2146	Romance
2147	Fantasy
2148	Fantasy
2149	Fantasy
2150	Adventure
2158	Horror
2159	Thriller
2160	Thriller
2161	Fantasy
2162	Fantasy
2163	Horror
2166	Romance
2170	Action
2171	Romance
2173	Fantasy
2176	Thriller
2177	Thriller
2179	Thriller
2180	Thriller
2181	Romance
2182	Film_Noir
2184	Mystery
2186	Film_Noir
2191	Comedy
2193	Fantasy
2194	Crime
2195	Comedy
2201	Drama
2202	War
2203	Thriller
2204	Mystery
2205	Romance
2207	Drama
2210	Thriller
2211	Thriller
2212	Thriller
2219	Mystery
2221	Thriller
2222	Comedy
2225	Drama
2226	Drama
2227	Thriller
2229	Drama
2231	Drama
2232	Mystery
2237	Drama
2240	Drama
2241	Comedy
2243	Romance
2247	Comedy
2248	Romance
2252	Comedy
2253	Fantasy
2255	Comedy
2256	Sci_Fi
2257	Romance
2260	Crime
2261	Comedy
2262	Romance
2264	Crime
2267	Mystery
2269	Romance
2273	Thriller
2275	Sci_Fi
2282	Comedy
2285	Drama
2287	Sci_Fi
2288	Sci_Fi
2289	Crime
2290	Comedy
2291	Romance
2294	Fantasy
2296	Comedy
2300	Comedy
2302	Comedy
2303	Musical
2308	Crime
2310	Drama
2311	Sci_Fi
2312	Drama
2315	Thriller
2320	Thriller
2322	War
2324	War
2325	Comedy
2329	Crime
2333	Drama
2335	Comedy
2336	Drama
2337	Drama
2338	Mystery
2346	Mystery
2347	Drama
2348	Drama
2351	Drama
2353	Thriller
2355	Children
2356	Comedy
2357	Drama
2358	War
2360	Drama
2361	Comedy
2362	Drama
2363	Sci_Fi
2364	Sci_Fi
2366	Fantasy
2367	Romance
2369	Romance
2370	Adventure
2371	Mystery
2373	Fantasy
2374	Comedy
2376	Thriller
2377	Sci_Fi
2378	Crime
2379	Crime
2381	Crime
2383	Crime
2384	Children
2387	Crime
2391	Thriller
2393	Romance
2394	Musical
2396	Romance
2399	Fantasy
2401	Western
2402	Thriller
2405	Romance
2407	Sci_Fi
2410	Action
2413	Mystery
2415	Romance
2416	Comedy
2420	Drama
2421	Adventure
2423	Comedy
2424	Romance
2428	Sci_Fi
2430	Children
2431	Comedy
2432	Drama
2433	Drama
2435	Drama
2436	War
2440	Drama
2442	Drama
2444	Comedy
2445	Drama
2447	Comedy
2448	Sci_Fi
2449	Children
2451	Horror
2453	Fantasy
2454	Mystery
2455	Sci_Fi
2457	Action
2458	Crime
2459	Horror
2460	Horror
2461	Thriller
2462	Horror
2463	Comedy
2465	Horror
2467	Mystery
2468	Romance
2469	Comedy
2470	Adventure
2471	Adventure
2473	Comedy
2474	Drama
2475	Mystery
2478	Western
2483	Thriller
2490	Thriller
2494	Documentary
2495	Sci_Fi
2497	Romance
2500	Comedy
2501	Drama
2502	Crime
2505	Mystery
2507	Sci_Fi
2513	Horror
2515	Horror
2516	Horror
2517	Horror
2519	Thriller
2522	Drama
2523	Thriller
2524	Thriller
2525	Sci_Fi
2527	Western
2528	Sci_Fi
2530	Sci_Fi
2532	Sci_Fi
2540	Thriller
2545	Comedy
2548	Horror
2549	Sci_Fi
2551	Thriller
2552	Comedy
2554	Sci_Fi
2557	Thriller
2565	Romance
2566	Children
2567	Comedy
2572	Romance
2575	Drama
2579	Mystery
2580	Crime
2581	Romance
2582	Action
2587	Crime
2590	Drama
2594	Romance
2596	Comedy
2598	Comedy
2599	Comedy
2600	Sci_Fi
2606	Horror
2607	Romance
2611	Drama
2612	Film_Noir
2617	Fantasy
2618	Comedy
2622	Fantasy
2626	Romance
2627	Documentary
2628	Sci_Fi
2634	Horror
2637	Horror
2640	Sci_Fi
2641	Sci_Fi
2642	Sci_Fi
2643	Sci_Fi
2644	Horror
2646	Horror
2647	Horror
2649	Horror
2650	Horror
2651	Horror
2653	Horror
2654	Fantasy
2655	Horror
2657	Musical
2661	Sci_Fi
2663	Sci_Fi
2664	Sci_Fi
2668	Sci_Fi
2670	War
2672	Sci_Fi
2677	Musical
2681	Romance
2682	Drama
2683	Adventure
2686	Mystery
2688	Mystery
2690	Romance
2691	Drama
2692	Crime
2694	Comedy
2696	Comedy
2697	Romance
2699	Horror
2700	Musical
2701	Western
2702	Drama
2706	Romance
2709	Children
2710	Thriller
2712	Mystery
2716	Sci_Fi
2717	Fantasy
2718	Comedy
2722	Sci_Fi
2723	Fantasy
2726	Film_Noir
2727	Film_Noir
2729	Romance
2731	Crime
2734	Thriller
2735	Fantasy
2736	Comedy
2737	Thriller
2738	Comedy
2739	Drama
2740	Sci_Fi
2743	Drama
2747	Horror
2748	Adventure
2752	Mystery
2753	Thriller
2755	Drama
2757	Drama
2758	Drama
2759	Comedy
2760	Drama
2761	Sci_Fi
2762	Mystery
2763	Mystery
2764	Romance
2765	Comedy
2769	Crime
2772	Comedy
2778	Romance
2781	Horror
2783	Horror
2785	Horror
2786	Comedy
2788	Comedy
2791	Comedy
2792	Comedy
2794	Romance
2795	Comedy
2797	Romance
2802	Romance
2803	Romance
2804	Children
2805	Romance
2808	Sci_Fi
2810	Mystery
2814	Horror
2815	War
2823	Adventure
2826	Fantasy
2836	Comedy
2841	Mystery
2843	Romance
2847	Romance
2849	Comedy
2855	Horror
2857	Fantasy
2858	Comedy
2859	Musical
2863	Musical
2866	Drama
2867	Thriller
2872	Fantasy
2874	Romance
2875	Romance
2877	Musical
2878	Horror
2881	Thriller
2882	Drama
2890	War
2892	Action
2898	Mystery
2899	Children
2900	Sci_Fi
2901	Sci_Fi
2902	Mystery
2908	Drama
2912	Thriller
2915	Comedy
2916	Sci_Fi
2917	Thriller
2919	War
2921	Western
2922	Western
2925	Drama
2927	Romance
2928	Drama
2929	Romance
2931	Fantasy
2932	Drama
2933	Drama
2935	Romance
2936	Romance
2937	Comedy
2940	Film_Noir
2941	War
2944	War
2946	Musical
2948	Thriller
2949	Thriller
2950	Romance
2955	Drama
2956	Thriller
2957	Drama
2959	Thriller
2961	Comedy
2962	Romance
2966	Adventure
2967	Thriller
2968	Fantasy
2969	Romance
2970	Adventure
2971	Fantasy
2973	Crime
2986	Sci_Fi
2987	Fantasy
2989	Thriller
2991	Thriller
2992	Thriller
2993	Thriller
2996	Drama
2997	Fantasy
3000	Fantasy
3005	Thriller
3008	Sci_Fi
3010	Drama
3012	Comedy
3014	Comedy
3015	Thriller
3016	Horror
3017	Horror
3018	Sci_Fi
3019	Crime
3021	Horror
3028	Comedy
3029	Action
3030	Adventure
3032	Sci_Fi
3033	Sci_Fi
3035	War
3036	Adventure
3037	Western
3038	Drama
3039	Comedy
3040	Comedy
3041	Comedy
3042	Comedy
3043	Comedy
3044	Romance
3047	Drama
3049	War
3052	Fantasy
3053	War
3055	Thriller
3058	Sci_Fi
3061	Musical
3062	War
3063	Thriller
3068	Mystery
3070	Sci_Fi
3071	Comedy
3073	Romance
3074	Western
3075	Horror
3076	Comedy
3079	Romance
3082	Thriller
3083	Drama
3086	Fantasy
3087	Romance
3088	Fantasy
3090	Drama
3091	War
3094	Romance
3095	Drama
3097	Romance
3098	Drama
3099	Romance
3100	Drama
3101	Thriller
3102	Romance
3104	Thriller
3106	Romance
3107	Action
3108	Romance
3110	Drama
3111	Drama
3112	Drama
3120	Comedy
3121	Film_Noir
3127	Comedy
3128	Drama
3129	Comedy
3130	Crime
3133	Western
3134	War
3135	Drama
3140	Comedy
3142	Musical
3144	Romance
3146	Comedy
3147	Crime
3148	Drama
3151	Mystery
3152	Drama
3153	Fantasy
3155	Romance
3157	Fantasy
3159	Musical
3160	Drama
3163	Musical
3164	Drama
3165	Action
3167	Comedy
3168	Adventure
3173	Drama
3175	Sci_Fi
3176	Mystery
3178	Drama
3179	Drama
3181	Drama
3185	Drama
3186	Drama
3190	Sci_Fi
3194	Romance
3196	War
3198	Crime
3199	Romance
3200	Comedy
3201	Drama
3203	Thriller
3204	Mystery
3206	Romance
3207	Adventure
3208	Action
3210	Romance
3211	Drama
3213	Children
3216	Fantasy
3218	Drama
3219	Mystery
3221	Drama
3223	Drama
3224	Drama
3229	Crime
3230	Thriller
3238	Thriller
3243	Comedy
3244	Romance
3245	Drama
3246	Drama
3247	Crime
3248	Comedy
3252	Drama
3253	Comedy
3254	Comedy
3255	Comedy
3256	Thriller
3257	Romance
3258	Fantasy
3259	Romance
3260	Drama
3261	Romance
3262	Mystery
3264	Horror
3268	Action
3271	Drama
3272	Crime
3274	Thriller
3275	Thriller
3276	Comedy
3281	Documentary
3285	Adventure
3287	Children
3296	Drama
3297	Documentary
3300	Sci_Fi
3304	Crime
3306	Comedy
3307	Romance
3309	Comedy
3310	Comedy
3317	Comedy
3323	Crime
3328	Crime
3330	Romance
3334	Film_Noir
3336	War
3338	Documentary
3339	War
3340	Sci_Fi
3343	Romance
3349	Comedy
3350	Drama
3358	Romance
3359	Comedy
3360	Romance
3361	Romance
3362	Crime
3363	Comedy
3364	Film_Noir
3365	Western
3368	Romance
3370	Thriller
3371	Drama
3372	War
3374	Drama
3375	Sci_Fi
3376	Romance
3379	Drama
3384	Crime
3385	Comedy
3386	Mystery
3390	Romance
3393	Romance
3395	Comedy
3396	Musical
3397	Children
3398	Musical
3399	Children
3402	Romance
3404	Action
3405	Action
3408	Drama
3412	Children
3415	Drama
3417	Adventure
3418	Adventure
3422	Romance
3423	Drama
3424	Drama
3426	Romance
3428	Drama
3431	Action
3433	Action
3435	Film_Noir
3439	Fantasy
3440	Fantasy
3443	Thriller
3445	Mystery
3447	Drama
3448	War
3450	Comedy
3451	Drama
3452	Romance
3455	Thriller
3459	Horror
3462	Romance
3466	Fantasy
3468	Drama
3469	Drama
3470	Adventure
3471	Sci_Fi
3475	Romance
3477	Comedy
3478	Drama
3479	Romance
3480	Romance
3481	Romance
3483	Children
3487	Western
3490	Horror
3492	Romance
3496	Drama
3498	Drama
3499	Thriller
3500	Comedy
3501	Romance
3502	Drama
3503	Mystery
3504	Comedy
3516	Romance
3520	Comedy
3521	Comedy
3524	Romance
3526	Comedy
3527	Sci_Fi
3528	Romance
3529	Thriller
3535	Mystery
3536	Romance
3538	Comedy
3543	Comedy
3544	Comedy
3545	Musical
3546	Thriller
3549	Romance
3551	Thriller
3556	Romance
3557	Mystery
3563	Horror
3565	Comedy
3569	Comedy
3581	Comedy
3584	Romance
3585	War
3587	Horror
3590	Comedy
3591	Comedy
3593	Sci_Fi
3599	Musical
3604	Musical
3606	Romance
3614	Romance
3618	Crime
3621	Horror
3622	Comedy
3623	Thriller
3624	Western
3629	Romance
3633	Romance
3638	Sci_Fi
3639	Thriller
3640	Comedy
3641	Drama
3646	Comedy
3650	Horror
3652	Horror
3653	Documentary
3654	War
3655	Drama
3658	Sci_Fi
3659	Sci_Fi
3668	Romance
3670	War
3675	Romance
3676	Horror
3677	Documentary
3678	Drama
3681	Western
3682	Thriller
3683	Film_Noir
3685	Romance
3686	Sci_Fi
3687	Fantasy
3689	Comedy
3692	Horror
3693	Horror
3696	Sci_Fi
3697	Sci_Fi
3699	Romance
3700	Sci_Fi
3701	Sci_Fi
3702	Sci_Fi
3704	Sci_Fi
3705	Romance
3707	Romance
3708	Thriller
3715	Crime
3716	Crime
3717	Crime
3723	Drama
3725	Musical
3726	Thriller
3727	Western
3728	Film_Noir
3729	Thriller
3733	Drama
3734	Drama
3735	Crime
3736	Drama
3738	Drama
3741	Thriller
3742	War
3744	Thriller
3745	Sci_Fi
3747	Drama
3751	Children
3752	Adventure
3753	War
3756	Drama
3758	Sci_Fi
3761	Thriller
3763	Thriller
3765	Romance
3766	War
3768	War
3771	Fantasy
3772	Fantasy
3773	Comedy
3775	Musical
3776	Musical
3781	Crime
3782	Crime
3785	Horror
3786	Comedy
3787	Comedy
3788	Mystery
3789	Drama
3792	Western
3793	Sci_Fi
3794	Comedy
3795	Drama
3798	Mystery
3801	Mystery
3802	Sci_Fi
3807	Fantasy
3808	War
3809	Comedy
3810	Thriller
3811	War
3813	Drama
3814	Comedy
3819	Comedy
3822	Romance
3825	Romance
3827	Sci_Fi
3832	Horror
3833	Sci_Fi
3837	Fantasy
3838	Horror
3839	Horror
3840	Horror
3844	Drama
3849	Thriller
3857	Thriller
3858	Comedy
3859	Documentary
3861	Comedy
3864	Sci_Fi
3868	Romance
3870	Drama
3872	Drama
3875	Horror
3878	Sci_Fi
3882	Comedy
3889	Fantasy
3893	Romance
3896	Thriller
3897	Drama
3905	Comedy
3910	Musical
3911	Comedy
3915	Drama
3918	Horror
3919	Horror
3925	Comedy
3928	Horror
3929	Comedy
3930	Sci_Fi
3931	Sci_Fi
3932	Sci_Fi
3937	Sci_Fi
3945	Children
3946	Thriller
3952	Thriller
3953	Romance
3959	Sci_Fi
3961	Horror
3963	Musical
3964	Children
3965	Film_Noir
3966	Film_Noir
3967	Drama
3968	Comedy
3969	Drama
3970	Horror
3972	Action
3973	Mystery
3977	Action
3978	Romance
3979	Comedy
3980	Drama
3981	Sci_Fi
3984	Thriller
3989	Documentary
3994	Sci_Fi
3996	Romance
3998	Drama
3999	Adventure
4000	Adventure
4001	Action
4002	Comedy
4005	Thriller
4006	Sci_Fi
4007	Drama
4009	Drama
4010	Comedy
4011	Thriller
4014	Romance
4015	Sci_Fi
4016	Fantasy
4017	Drama
4020	Thriller
4022	Drama
4027	Adventure
4028	Drama
4031	Romance
4036	Horror
4041	Romance
4042	War
4043	Crime
4045	Western
4046	Drama
4047	War
4051	Sci_Fi
4052	Thriller
4054	Romance
4061	Romance
4064	Thriller
4065	Crime
4066	Action
4068	Comedy
4069	Romance
4079	Sci_Fi
4080	Comedy
4081	Comedy
4083	Thriller
4085	Crime
4086	Romance
4088	Romance
4089	Comedy
4091	Romance
4092	Romance
4095	Drama
4097	Thriller
4099	Action
4100	Comedy
4101	Drama
4103	War
4105	Fantasy
4108	Drama
4109	Thriller
4110	Thriller
4112	Mystery
4116	Comedy
4117	Drama
4118	Comedy
4121	Sci_Fi
4122	Drama
4123	Comedy
4124	Thriller
4127	Comedy
4128	Thriller
4129	Romance
4130	Fantasy
4131	Romance
4133	Fantasy
4137	Comedy
4139	Crime
4142	Thriller
4144	Romance
4146	Romance
4148	Thriller
4149	Romance
4151	Romance
4153	Romance
4154	Children
4159	Thriller
4167	Thriller
4174	Drama
4175	Comedy
4176	Drama
4178	Drama
4180	Action
4181	Comedy
4183	Comedy
4184	Romance
4186	Romance
4188	Musical
4189	Drama
4190	Drama
4191	Romance
4192	Drama
4193	Musical
4194	War
4197	Comedy
4198	Sci_Fi
4200	Action
4201	Comedy
4210	Thriller
4211	Drama
4212	Mystery
4214	Comedy
4218	Crime
4220	Comedy
4222	Horror
4223	War
4225	Comedy
4226	Mystery
4232	Children
4235	Thriller
4236	Documentary
4238	Mystery
4239	Crime
4240	Fantasy
4242	Thriller
4246	Romance
4250	Sci_Fi
4251	Thriller
4255	Comedy
4259	Romance
4262	Crime
4265	Thriller
4270	Thriller
4274	Romance
4275	Fantasy
4276	Comedy
4277	Sci_Fi
4279	Crime
4282	Drama
4283	Drama
4285	Romance
4292	Drama
4293	Comedy
4294	Fantasy
4296	Romance
4297	Drama
4300	Drama
4301	Musical
4303	Comedy
4308	Romance
4310	War
4313	Drama
4314	Drama
4317	Romance
4318	Comedy
4320	Western
4321	Western
4327	Western
4329	Western
4330	Drama
4333	Crime
4334	Drama
4336	Thriller
4338	War
4339	War
4341	Comedy
4344	Crime
4345	Drama
4353	War
4354	Thriller
